sex,age,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,guardian_father,guardian_mother,guardian_other
1,15,1,1,4,4,1,2,0,0,1,0,1,1,0,4,3,3,5,2,19.0,18.0,18.0,False,False,False,True,False,False,False,False,False,True,True,False,False
1,15,1,1,2,2,1,1,0,1,1,0,1,1,0,5,4,1,1,0,8.0,8.0,11.0,False,False,False,True,False,False,False,False,True,False,True,False,False
0,16,0,1,2,2,2,2,1,1,0,0,1,1,0,4,3,3,5,14,10.0,10.0,9.0,False,False,True,False,False,True,False,False,False,False,True,False,False
0,15,0,0,4,3,1,2,0,1,1,1,1,1,1,5,2,2,5,8,8.0,8.0,6.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,16,0,0,3,3,1,2,0,0,1,0,1,1,0,2,3,5,3,12,11.0,12.0,11.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,16,1,1,4,3,1,4,0,0,0,0,1,1,0,4,2,2,2,4,19.0,19.0,20.0,False,True,False,False,False,False,False,False,True,False,False,True,False
1,15,1,1,4,2,1,2,0,0,1,1,1,0,0,4,3,3,5,2,15.0,15.0,14.0,False,False,False,False,True,False,False,True,False,False,False,True,False
0,15,1,1,4,4,1,2,1,1,1,0,1,1,0,4,4,4,3,2,7.0,7.0,7.0,False,False,False,True,False,False,False,False,False,True,True,False,False
0,16,0,1,2,2,3,2,0,0,1,1,1,1,0,4,3,3,4,2,12.0,13.0,13.0,False,False,False,True,False,False,False,False,True,False,False,True,False
0,15,0,1,4,2,1,2,0,0,1,1,1,1,0,4,3,3,5,2,11.0,13.0,13.0,False,True,False,False,False,False,False,True,False,False,False,True,False
1,15,0,0,4,2,2,1,1,0,0,0,1,0,0,5,5,5,5,6,11.0,11.0,10.0,False,True,False,False,False,False,True,False,False,False,True,False,False
0,15,1,1,4,4,1,1,0,1,1,1,1,1,0,3,3,4,5,0,8.0,10.0,11.0,False,False,False,True,False,False,False,False,True,False,False,True,False
0,15,0,0,3,3,1,1,0,0,0,1,1,1,0,5,3,4,1,6,10.0,13.0,13.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,16,1,0,2,1,1,2,0,0,0,1,1,1,1,5,3,4,2,8,8.0,9.0,10.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,15,1,0,4,3,1,2,0,0,1,1,1,1,0,4,3,2,1,0,14.0,15.0,15.0,False,False,False,True,False,False,False,False,True,False,False,True,False
1,15,1,1,4,4,1,2,0,0,1,0,1,0,0,3,2,2,5,4,14.0,15.0,15.0,False,False,False,False,True,False,True,False,False,False,False,True,False
1,15,0,1,1,2,1,2,0,1,1,0,1,1,0,4,3,2,5,2,9.0,10.0,9.0,False,False,True,False,False,True,False,False,False,False,True,False,False
0,16,1,1,4,2,1,2,0,0,1,0,1,1,0,4,2,3,5,2,15.0,16.0,16.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,16,1,1,4,4,1,2,0,0,1,0,1,0,0,2,4,4,4,6,10.0,11.0,11.0,False,True,False,False,False,False,False,False,False,True,False,True,False
0,16,1,1,1,1,4,1,0,1,1,0,1,1,1,5,5,5,5,6,10.0,8.0,11.0,False,False,False,True,False,False,False,False,True,False,True,False,False
0,16,0,1,1,2,1,2,0,1,0,0,1,1,0,4,4,3,1,4,8.0,10.0,9.0,False,False,True,False,False,False,False,False,True,False,True,False,False
0,16,1,1,4,3,1,3,0,1,1,1,1,1,0,3,4,4,4,2,10.0,9.0,9.0,False,False,False,False,True,False,True,False,False,False,False,True,False
0,15,0,1,4,3,1,2,0,1,0,0,1,1,1,4,4,4,2,0,10.0,10.0,10.0,False,False,False,True,False,False,False,False,True,False,True,False,False
0,16,0,1,4,3,3,2,0,0,1,0,1,1,0,5,4,3,1,2,16.0,15.0,15.0,False,False,False,False,True,False,False,False,True,False,False,True,False
1,15,1,0,4,4,1,4,0,0,1,0,1,1,1,1,3,3,3,4,13.0,13.0,12.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,16,1,1,3,1,1,4,0,1,1,1,1,1,0,4,3,3,5,4,7.0,7.0,6.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,15,0,1,2,2,2,2,0,1,1,1,1,1,0,4,1,3,4,2,8.0,9.0,8.0,False,True,False,False,False,False,False,False,True,False,False,True,False
0,15,0,1,3,1,2,4,0,0,1,0,1,1,0,4,4,2,3,12,16.0,16.0,16.0,False,False,True,False,False,False,False,True,False,False,True,False,False
1,16,1,1,3,1,2,4,0,0,1,1,1,1,0,4,3,2,5,0,13.0,15.0,15.0,False,False,True,False,False,False,False,True,False,False,True,False,False
1,15,1,1,4,2,1,4,0,0,0,0,1,1,0,3,3,3,3,0,10.0,10.0,10.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,15,1,1,1,1,1,2,2,1,1,0,1,1,1,3,3,4,5,2,8.0,6.0,5.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,16,1,1,3,1,1,1,0,0,0,0,1,0,0,5,3,2,5,2,12.0,12.0,14.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,16,1,1,3,3,1,2,0,1,1,1,1,1,0,4,3,3,5,54,11.0,12.0,11.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,15,1,1,4,3,1,2,0,0,1,1,1,1,0,4,3,3,5,6,9.0,9.0,10.0,False,False,False,False,True,False,False,True,False,False,False,True,False
1,15,1,1,4,0,2,4,0,0,0,0,1,1,0,3,4,3,1,8,11.0,11.0,10.0,False,False,False,False,True,False,False,True,False,False,False,True,False
0,16,1,1,2,2,1,4,0,0,0,1,1,1,1,5,2,3,3,0,11.0,11.0,11.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,1,1,2,1,2,1,3,1,1,0,0,1,0,4,5,1,3,2,8.0,8.0,10.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,16,1,1,3,4,1,2,0,0,1,0,1,1,0,2,4,3,3,12,5.0,5.0,5.0,True,False,False,False,False,False,False,True,False,False,False,True,False
1,15,1,1,2,3,1,1,0,1,1,1,1,1,1,3,2,2,3,2,10.0,12.0,12.0,False,False,True,False,False,False,False,False,True,False,True,False,False
1,15,1,1,2,3,1,3,0,1,0,1,1,1,0,5,3,2,5,4,11.0,10.0,11.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,15,0,1,3,2,1,2,0,0,1,1,1,1,0,4,4,4,5,10,7.0,6.0,6.0,False,False,False,True,False,False,False,True,False,False,False,True,False
1,15,0,1,2,2,2,2,0,0,0,1,1,1,0,5,3,3,4,4,15.0,15.0,15.0,False,False,False,True,False,False,False,False,True,False,False,True,False
0,15,1,1,1,1,1,2,0,0,1,0,1,1,0,4,3,2,4,2,9.0,10.0,10.0,False,False,True,False,False,False,False,True,False,False,True,False,False
0,15,1,1,4,4,2,2,2,0,0,1,1,1,1,4,4,4,5,6,7.0,9.0,8.0,False,False,False,True,False,False,False,False,True,False,True,False,False
0,16,0,1,2,2,1,2,0,0,1,0,1,0,0,4,3,4,2,4,8.0,7.0,6.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,15,1,1,4,2,1,3,0,0,1,0,1,1,0,5,3,3,1,4,13.0,14.0,14.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,16,1,1,2,2,2,2,1,0,0,1,1,1,0,4,4,2,3,12,11.0,10.0,10.0,False,False,False,True,False,False,False,True,False,False,True,False,False
1,16,0,0,4,4,1,2,0,0,1,0,1,0,0,4,1,3,5,18,8.0,6.0,7.0,False,False,False,False,True,False,True,False,False,False,False,True,False
0,16,1,1,3,3,1,3,0,0,1,1,1,1,1,4,3,3,4,0,7.0,7.0,8.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,15,1,1,4,3,1,1,0,0,0,1,1,1,0,4,5,5,1,4,16.0,17.0,18.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,16,0,1,3,1,1,2,0,1,1,0,1,0,0,3,3,3,2,4,7.0,6.0,6.0,False,False,True,False,False,False,False,True,False,False,True,False,False
0,16,1,1,4,2,2,2,0,0,1,1,1,1,0,5,3,3,1,0,11.0,10.0,10.0,False,False,False,False,True,False,False,False,True,False,False,True,False
1,15,0,1,2,2,1,4,0,0,1,0,1,1,0,4,3,4,4,6,11.0,13.0,14.0,False,False,False,True,False,False,True,False,False,False,False,True,False
0,15,1,1,1,1,2,4,1,1,1,1,1,1,0,3,1,2,1,2,7.0,10.0,10.0,True,False,False,False,False,False,False,True,False,False,False,True,False
1,16,1,1,4,3,2,1,0,1,1,0,1,1,0,3,3,3,4,2,11.0,15.0,15.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,16,1,1,2,1,1,2,0,0,1,1,1,0,1,4,3,5,5,2,8.0,9.0,10.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,16,1,1,4,4,1,1,0,0,0,0,1,1,0,5,3,4,1,6,11.0,14.0,14.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,16,1,1,4,3,1,3,0,1,1,1,1,1,0,5,3,5,3,0,7.0,9.0,8.0,False,False,True,False,False,True,False,False,False,False,False,True,False
1,16,1,1,4,4,1,1,0,1,1,1,1,1,0,4,5,5,4,14,7.0,7.0,5.0,False,False,False,True,False,False,False,False,True,False,False,True,False
1,16,1,1,4,4,1,3,0,0,1,0,1,1,1,4,4,3,4,0,16.0,17.0,17.0,False,False,False,True,False,False,False,False,False,True,True,False,False
1,15,1,1,4,4,1,1,0,0,1,0,1,1,0,5,3,3,5,4,10.0,13.0,14.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,15,1,1,3,2,2,2,0,1,1,1,1,1,0,4,3,5,2,26,7.0,6.0,6.0,False,False,False,True,False,False,False,True,False,False,False,True,False
1,15,1,0,3,4,1,2,0,0,1,1,1,1,0,5,4,4,1,0,16.0,18.0,18.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,15,1,0,3,3,1,4,0,1,0,0,1,0,0,4,3,3,4,10,10.0,11.0,11.0,False,False,True,False,False,False,True,False,False,False,True,False,False
0,15,1,1,2,2,1,4,0,1,1,1,1,1,0,5,1,2,3,8,7.0,8.0,8.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,16,1,1,3,3,1,3,0,0,1,0,1,1,0,5,3,3,5,2,16.0,18.0,18.0,False,False,False,True,False,False,False,True,False,False,True,False,False
1,15,1,1,4,4,4,4,0,0,1,1,1,1,1,1,3,5,1,6,10.0,13.0,13.0,False,False,True,False,False,False,False,True,False,False,True,False,False
0,16,0,1,4,4,1,3,0,0,1,1,1,1,1,5,4,5,4,4,14.0,15.0,16.0,False,True,False,False,False,False,True,False,False,False,False,True,False
1,15,0,0,4,4,1,1,0,0,0,0,1,1,0,5,5,3,4,6,18.0,19.0,19.0,False,False,False,False,True,False,False,False,False,True,False,True,False
0,16,1,1,3,3,1,3,1,1,1,0,1,1,0,4,1,2,2,0,7.0,10.0,10.0,False,False,False,True,False,False,False,True,False,False,True,False,False
0,16,1,1,2,2,1,2,1,1,0,0,1,1,0,3,1,2,5,6,10.0,13.0,13.0,True,False,False,False,False,False,False,True,False,False,False,True,False
1,15,0,1,4,2,1,1,0,0,0,0,1,1,0,3,5,2,3,10,18.0,19.0,19.0,False,False,False,False,True,False,False,True,False,False,False,True,False
1,15,1,1,2,1,1,2,0,0,0,0,1,1,1,5,4,2,5,8,9.0,9.0,9.0,False,True,False,False,False,False,False,False,True,False,False,True,False
1,16,1,1,4,4,1,2,0,0,1,0,1,1,0,5,4,4,5,2,15.0,15.0,16.0,False,False,False,False,True,False,False,False,False,True,True,False,False
1,15,1,1,4,4,2,2,0,0,1,0,1,0,0,4,4,3,2,2,11.0,13.0,14.0,False,False,True,False,False,False,False,False,False,True,True,False,False
1,16,1,1,3,3,2,1,0,0,0,0,1,1,0,5,4,2,5,0,13.0,14.0,13.0,False,False,True,False,False,False,False,False,True,False,True,False,False
1,17,1,1,1,3,3,2,1,0,1,0,1,1,0,5,2,4,5,20,9.0,7.0,8.0,False,False,True,False,False,False,False,True,False,False,True,False,False
1,15,1,1,3,4,1,1,0,0,0,0,1,1,0,3,4,3,4,6,14.0,13.0,13.0,False,False,True,False,False,False,False,True,False,False,True,False,False
0,15,1,1,1,2,1,2,0,0,0,0,1,1,0,3,2,3,1,2,16.0,15.0,15.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,15,1,1,2,2,1,4,0,0,1,1,1,1,0,5,5,4,5,6,16.0,14.0,15.0,False,False,False,True,False,False,False,False,True,False,True,False,False
0,16,0,1,2,4,2,2,0,0,1,1,1,1,1,4,2,2,5,2,13.0,13.0,13.0,False,False,True,False,False,False,True,False,False,False,True,False,False
1,16,1,1,4,4,1,1,0,0,1,0,1,1,0,3,4,4,5,18,14.0,11.0,13.0,False,True,False,False,False,False,False,True,False,False,False,True,False
0,16,1,1,2,2,1,2,0,0,0,1,1,1,1,5,4,4,5,0,8.0,7.0,8.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,15,1,1,3,4,1,1,0,1,0,0,1,1,0,5,5,5,5,0,13.0,13.0,12.0,False,False,False,True,False,False,False,False,True,False,True,False,False
0,15,0,0,3,4,1,2,0,1,0,0,1,1,1,5,3,2,1,0,7.0,10.0,11.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,19,1,1,0,1,1,2,3,0,1,0,0,0,0,3,4,2,5,2,7.0,8.0,9.0,True,False,False,False,False,False,False,True,False,False,False,False,True
1,18,1,1,2,2,1,1,2,0,1,0,1,1,0,3,3,3,4,0,7.0,4.0,5.0,False,False,False,True,False,False,False,True,False,False,False,True,False
1,16,1,1,4,4,1,1,0,0,0,1,1,1,0,3,5,5,4,8,18.0,18.0,18.0,False,False,False,False,True,False,False,False,False,True,False,True,False
0,15,1,1,3,4,2,3,2,0,1,0,1,1,1,4,2,2,5,0,12.0,12.0,12.0,False,False,False,True,False,False,False,False,False,True,True,False,False
0,15,1,1,1,1,3,1,0,0,1,0,1,1,1,4,3,3,4,0,8.0,8.0,8.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,17,0,1,2,2,1,1,0,0,1,0,1,1,1,3,4,4,5,12,10.0,13.0,12.0,False,False,True,False,False,False,False,True,False,False,True,False,False
0,16,1,0,3,4,1,1,0,0,0,0,1,1,0,3,2,1,5,16,12.0,11.0,11.0,False,False,False,True,False,False,False,True,False,False,True,False,False
1,15,1,1,3,4,4,2,0,0,1,0,1,0,1,5,3,3,5,0,9.0,9.0,9.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,15,1,1,4,4,1,3,0,0,1,0,1,1,1,4,3,3,5,0,11.0,11.0,11.0,False,False,False,True,False,True,False,False,False,False,False,True,False
1,17,1,1,3,4,3,2,0,0,0,0,1,0,0,5,4,5,5,0,10.0,10.0,10.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,16,1,0,3,3,2,1,2,0,1,0,1,1,1,4,3,2,5,0,4.0,4.0,4.0,False,False,True,False,False,False,False,True,False,False,False,False,True
1,16,0,1,1,1,1,2,1,0,0,0,1,0,1,4,4,4,5,0,14.0,12.0,12.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,15,1,1,4,4,2,1,0,0,0,0,1,1,0,4,3,2,5,0,16.0,16.0,15.0,False,False,False,False,True,False,False,False,False,True,False,True,False
1,15,1,1,4,3,2,4,0,1,1,0,1,1,0,2,2,2,3,0,7.0,9.0,8.0,False,False,False,False,True,False,False,False,True,False,True,False,False
1,16,0,1,2,2,2,1,2,0,1,0,1,1,0,2,3,3,2,8,9.0,9.0,9.0,False,False,False,True,False,False,False,False,True,False,True,False,False
0,15,1,1,4,4,1,3,0,0,1,1,1,1,0,4,2,2,5,2,9.0,11.0,11.0,False,False,False,False,True,False,False,False,True,False,False,True,False
0,16,0,1,1,1,1,1,0,0,0,0,1,1,0,3,4,4,1,2,14.0,14.0,13.0,True,False,False,False,False,True,False,False,False,False,False,True,False
1,17,1,1,2,1,1,1,3,0,1,0,1,1,0,5,4,5,5,0,5.0,5.0,5.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,15,1,1,1,1,1,2,0,0,1,1,1,1,0,4,4,2,5,0,8.0,11.0,11.0,False,False,True,False,False,False,False,False,True,False,True,False,False
0,15,1,1,3,2,1,2,3,0,1,0,1,1,0,3,3,2,3,0,6.0,7.0,6.0,False,True,False,False,False,False,False,False,True,False,True,False,False
0,15,1,1,1,2,1,2,0,0,1,1,1,1,0,4,3,2,5,2,10.0,11.0,11.0,True,False,False,False,False,False,False,True,False,False,False,True,False
1,16,1,1,4,4,1,1,0,0,1,0,0,1,1,3,3,2,5,0,7.0,6.0,6.0,False,False,False,False,True,False,False,False,False,True,False,True,False
1,15,0,0,2,1,4,1,3,0,0,0,1,1,0,4,5,5,5,0,8.0,9.0,10.0,False,False,False,True,False,False,False,True,False,False,False,True,False
1,18,0,1,1,1,1,1,3,0,0,0,0,1,1,2,3,5,4,0,6.0,5.0,5.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,16,0,1,2,1,1,1,1,0,0,0,1,0,1,4,4,4,5,6,12.0,13.0,14.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,15,1,1,3,3,2,3,2,0,1,1,1,1,1,4,2,1,3,8,10.0,10.0,10.0,False,False,False,True,False,False,False,False,True,False,False,False,True
1,19,1,1,3,2,1,1,3,0,1,0,0,1,1,4,5,4,4,0,5.0,5.0,5.0,False,False,False,True,False,True,False,False,False,False,False,True,False
0,17,1,1,4,4,1,1,0,1,1,0,1,0,1,4,2,1,4,0,11.0,11.0,12.0,False,False,True,False,False,False,False,False,False,True,False,True,False
1,15,1,1,2,3,1,2,0,1,0,1,1,0,0,4,4,4,1,2,11.0,8.0,8.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,17,0,1,1,2,1,1,0,0,0,0,1,0,0,2,2,2,5,8,16.0,12.0,13.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,18,1,1,1,1,3,1,3,0,1,0,1,0,0,5,2,5,4,6,9.0,8.0,10.0,True,False,False,False,False,False,False,True,False,False,False,True,False
1,16,1,1,2,2,3,1,0,0,0,0,1,0,0,4,2,2,3,2,17.0,15.0,15.0,True,False,False,False,False,False,False,True,False,False,False,True,False
1,16,1,1,3,3,1,2,1,0,1,1,1,1,1,4,5,5,5,4,10.0,12.0,12.0,False,False,True,False,False,False,False,False,True,False,True,False,False
1,17,0,1,2,1,2,1,2,0,0,0,0,1,1,3,3,2,5,0,7.0,6.0,6.0,True,False,False,False,False,False,False,True,False,False,False,True,False
1,15,1,1,3,2,2,2,2,1,1,0,1,1,1,4,4,4,3,6,5.0,9.0,7.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,16,0,1,1,2,2,1,1,0,0,0,1,0,0,4,4,4,5,0,7.0,7.0,7.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,1,1,1,3,1,1,0,0,0,0,0,1,0,5,3,3,2,2,10.0,10.0,10.0,True,False,False,False,False,False,False,False,True,False,True,False,False
1,17,0,1,1,1,4,2,3,0,0,0,0,0,1,5,3,5,5,0,5.0,8.0,7.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,16,1,1,3,2,2,1,1,0,1,0,0,0,0,4,5,2,2,16,12.0,11.0,12.0,False,False,False,True,False,False,False,False,True,False,False,True,False
1,16,1,1,2,2,1,2,0,0,0,0,0,1,0,4,3,5,4,4,10.0,10.0,10.0,False,False,True,False,False,False,False,True,False,False,True,False,False
0,16,1,1,4,2,1,2,0,0,0,1,1,1,1,4,2,3,3,0,14.0,15.0,16.0,False,True,False,False,False,False,False,False,True,False,True,False,False
0,16,1,1,2,2,1,2,0,0,1,1,1,1,0,5,1,5,4,0,6.0,7.0,6.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,16,1,1,4,4,1,2,0,0,1,1,1,1,1,4,4,2,3,0,14.0,14.0,14.0,False,True,False,False,False,False,True,False,False,False,False,True,False
1,16,1,1,3,4,3,1,2,0,1,0,1,1,0,3,4,5,2,0,6.0,5.0,5.0,False,False,True,False,False,False,False,True,False,False,True,False,False
1,16,1,1,1,0,2,2,0,0,1,1,1,1,1,4,3,2,3,2,13.0,15.0,16.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,0,1,4,4,1,2,0,0,1,1,1,1,0,4,4,4,5,0,13.0,11.0,10.0,False,False,False,False,True,False,False,True,False,False,False,True,False
0,16,1,1,1,3,1,2,3,0,0,0,1,1,1,4,3,5,3,0,8.0,7.0,7.0,True,False,False,False,False,False,False,False,True,False,False,True,False
